coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,87965.0,1756305218106.04,2.8338448562045317,2025-12-20T01:00:27.786006,📈
cardano,0.375618,13766284784.253649,7.411379399498788,2025-12-20T01:00:27.786012,📈
ethereum,2973.24,358878058205.8272,5.0991777810571755,2025-12-20T01:00:27.786014,📈
polkadot,1.84,3031607162.506015,4.732887052868331,2025-12-20T01:00:27.786015,📈
solana,125.73,70684406864.50444,6.3165293657147945,2025-12-20T01:00:27.786016,📈
