name,stars,language,description,url,created_at
elder-plinius/T3MP3ST,3323,TypeScript,autonomous red teaming platform; multi-agent offensive-security meta-harness,https://github.com/elder-plinius/T3MP3ST,2026-07-02T17:53:55Z
synthetic-sciences/openscience,1383,TypeScript,The open-source AI workbench for scientific research,https://github.com/synthetic-sciences/openscience,2026-07-03T15:06:45Z
ammaarreshi/Generals-Mac-iOS-iPad,1292,C++,"Command & Conquer Generals: Zero Hour running natively on macOS, iPhone & iPad — real engine (EA GPL",https://github.com/ammaarreshi/Generals-Mac-iOS-iPad,2026-07-04T02:59:39Z
jamesob/local-llm,1185,Shell,Everything I know about running LLMs locally,https://github.com/jamesob/local-llm,2026-07-03T13:06:03Z
MaximeRivest/riddle,1055,Rust,"The diary of Tom Riddle for the reMarkable Paper Pro — write with your pen, the page drinks your ink",https://github.com/MaximeRivest/riddle,2026-07-05T15:48:08Z
Shpigford/knockoff,1006,JavaScript,"Chrome extension that filters pseudo-brand junk out of Amazon. Buy from real, established brands.",https://github.com/Shpigford/knockoff,2026-07-06T15:06:06Z
x4gKing/X4G,959,Python,No description,https://github.com/x4gKing/X4G,2026-07-04T06:43:51Z
xuchonglang/investing-for-beginners,760,N/A,小隐寺投资百科官方公开索引：美股、期权与加密货币知识框架,https://github.com/xuchonglang/investing-for-beginners,2026-07-03T03:56:00Z
jmerelnyc/Talos,724,Python,"GPU worker client for the Talos network. Pairs with your Talos account, serves open-model inference ",https://github.com/jmerelnyc/Talos,2026-07-02T14:43:11Z
uzairansaruzi/hermex,677,Swift,Native iPhone app for your Hermes agent,https://github.com/uzairansaruzi/hermex,2026-07-02T12:47:31Z
