name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,504696,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-26T02:27:58Z
sindresorhus/awesome,470056,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-26T02:28:25Z
freeCodeCamp/freeCodeCamp,445411,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-26T02:28:30Z
public-apis/public-apis,437191,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-26T02:24:54Z
EbookFoundation/free-programming-books,388988,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-26T02:22:48Z
openclaw/openclaw,374653,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-26T02:28:52Z
nilbuild/developer-roadmap,355454,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-26T02:18:25Z
donnemartin/system-design-primer,350303,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-26T02:09:26Z
jwasham/coding-interview-university,347398,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-26T02:23:33Z
vinta/awesome-python,299592,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-26T02:24:27Z
