coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,78639.0,1569404606640.1257,-6.371959222410325,2026-02-01T01:28:52.757659,📉
cardano,0.292306,10745887409.127338,-9.056087803985907,2026-02-01T01:28:52.757668,📉
ethereum,2441.24,294225841911.6685,-9.78192856366699,2026-02-01T01:28:52.757670,📉
polkadot,1.54,2552510802.45274,-8.805648563373799,2026-02-01T01:28:52.757671,📉
solana,104.6,59253844512.13754,-11.375057107762734,2026-02-01T01:28:52.757672,📉
