name,stars,language,description,url,created_at
deepseek-ai/DeepSpec,3945,Python,DeepSpec: a full-stack codebase for training and evaluating speculative decoding algorithms,https://github.com/deepseek-ai/DeepSpec,2026-06-26T12:36:05Z
Yu9191/wloc,1527,JavaScript,修改 Apple 网络定位（gs-loc）返回坐标 · 支持 Surge / Quantumult X / Loon / Stash · 快捷指令一键设置/恢复定位,https://github.com/Yu9191/wloc,2026-06-24T06:15:30Z
Krishnagangwal/CS-Fundamentals,965,N/A,"Curated CS fundamentals for placement prep: DSA,Computer Networks, DBMS & SQL, OOPs, Operating Syste",https://github.com/Krishnagangwal/CS-Fundamentals,2026-06-28T07:08:15Z
winsznx/theeleven,715,TypeScript,"Eleven autonomous AI agents open live football prop markets on X Layer — custom Uniswap v4 hook, gas",https://github.com/winsznx/theeleven,2026-06-25T07:42:50Z
baairon/torlink,698,TypeScript,"A sleek, zero-setup torrent finder and downloader that lives right in your terminal.",https://github.com/baairon/torlink,2026-06-25T12:37:15Z
benchflow-ai/awesome-evals,589,N/A,"A curated, non-BS library of the best resources for building and evaluating AI agents — papers, blog",https://github.com/benchflow-ai/awesome-evals,2026-06-24T08:10:33Z
AlexandrosGounis/pdfx,568,TypeScript,"An extension of the traditional PDF standard, allowing multiple files to be stored in a single file ",https://github.com/AlexandrosGounis/pdfx,2026-06-24T12:34:36Z
yynxxxxx/Codex-5.5-codex-instruct-5.5,525,Python,No description,https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5,2026-06-28T10:24:42Z
Pluviobyte/video-production-skills,449,Python,"Reusable AI video production skills library for creation, recreation, motion design, openers, and QA",https://github.com/Pluviobyte/video-production-skills,2026-06-26T05:50:51Z
CopilotKit/OpenTag,410,TypeScript,OpenTag,https://github.com/CopilotKit/OpenTag,2026-06-26T04:34:01Z
