name,stars,language,description,url,created_at
HEJustinSun/my-girlfriend-jingtian-latex,3752,TeX,No description,https://github.com/HEJustinSun/my-girlfriend-jingtian-latex,2026-08-27T11:28:44Z
b-nnett/grok-bot-0.18-reconstructed,3411,TypeScript,Unofficial source-oriented reconstruction and extension of Grok Bot 0.18.0 for macOS,https://github.com/b-nnett/grok-bot-0.18-reconstructed,2026-08-23T20:53:01Z
tobi/walgit,2304,Rust,No description,https://github.com/tobi/walgit,2026-08-23T22:28:01Z
sapientinc/PRAXIST,1777,Python,"Autonomous research system for measurable, computer-executable research.",https://github.com/sapientinc/PRAXIST,2026-08-27T14:20:58Z
bryllim/workout-guide,983,Astro,302 open exercise illustrations and a framework-neutral npm package by Bryl Lim,https://github.com/bryllim/workout-guide,2026-08-24T02:14:20Z
wide-trace/open-higgsfield,981,TypeScript,"A studio for image and video generation — one prompt bar, each model’s own settings, and every finis",https://github.com/wide-trace/open-higgsfield,2026-08-26T06:09:58Z
Tencent/WeMM-Embedding,843,Python,WeMM-Embedding is a family of universal multimodal embedding models by the WeChat Vision Team at Ten,https://github.com/Tencent/WeMM-Embedding,2026-08-25T02:46:10Z
ShadowAqueduct/watermark-remover,827,Python,"Purge multi-vendor AI watermarks: clean Unicode text, apply statistical rewrite hooks, and clear C2P",https://github.com/ShadowAqueduct/watermark-remover,2026-08-23T21:14:28Z
themartiano/try-omarchy,770,Swift,Run Omarchy on MacOS without any setup.,https://github.com/themartiano/try-omarchy,2026-08-23T21:55:30Z
yding-git/personal-edge-proxy,666,N/A,"A practical multi-inbound, multi-outbound personal proxy setup with Xray, Hysteria2, REALITY Vision,",https://github.com/yding-git/personal-edge-proxy,2026-08-24T16:35:49Z
