name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,504962,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-27T02:36:23Z
sindresorhus/awesome,470324,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-27T02:33:21Z
freeCodeCamp/freeCodeCamp,445436,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-27T02:37:05Z
public-apis/public-apis,437309,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-27T02:38:12Z
EbookFoundation/free-programming-books,389009,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-27T02:27:25Z
openclaw/openclaw,374901,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-27T02:38:09Z
nilbuild/developer-roadmap,355506,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-27T02:14:22Z
donnemartin/system-design-primer,350428,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-27T02:35:55Z
jwasham/coding-interview-university,347450,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-27T02:22:04Z
vinta/awesome-python,299746,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-27T02:37:34Z
