name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,485921,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-04T01:11:11Z
sindresorhus/awesome,451610,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-04T01:20:47Z
freeCodeCamp/freeCodeCamp,440744,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-04T01:21:27Z
public-apis/public-apis,418847,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-04T01:19:04Z
EbookFoundation/free-programming-books,384974,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-04T01:08:04Z
kamranahmedse/developer-roadmap,352151,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-04T01:15:30Z
openclaw/openclaw,347263,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-04T01:22:26Z
donnemartin/system-design-primer,341288,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-04T01:18:58Z
jwasham/coding-interview-university,340230,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-04T01:13:19Z
vinta/awesome-python,290544,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-04T01:12:34Z
