name,stars,language,description,url,created_at
withmarbleapp/os-taxonomy,2143,JavaScript,No description,https://github.com/withmarbleapp/os-taxonomy,2026-07-08T09:27:48Z
Shpigford/knockoff,1706,JavaScript,"Chrome extension that filters pseudo-brand junk out of Amazon. Buy from real, established brands.",https://github.com/Shpigford/knockoff,2026-07-06T15:06:06Z
MaximeRivest/riddle,1341,Rust,"The diary of Tom Riddle for the reMarkable Paper Pro — write with your pen, the page drinks your ink",https://github.com/MaximeRivest/riddle,2026-07-05T15:48:08Z
514-labs/dnsglobe,795,Rust,Global DNS propagation checker TUI — watch a DNS record propagate across 34 public resolvers worldwi,https://github.com/514-labs/dnsglobe,2026-07-05T01:03:37Z
Robbyant/lingbot-world-v2,701,Python,Infinite Worlds with Versatile Interactions,https://github.com/Robbyant/lingbot-world-v2,2026-07-08T09:24:50Z
simonlin1212/Vibe-Research,675,TypeScript,Vibe-Research: Your Personal Trading Research Agent · A股/美股/港股 的个人投研 Agent：每日复盘、资讯雷达、个股数据、板块中心、我的持仓、,https://github.com/simonlin1212/Vibe-Research,2026-07-05T06:30:55Z
Robbyant/lingbot-video,643,Python,Scaling Mixture-of-Experts Video Pretraining for Embodied Intelligence,https://github.com/Robbyant/lingbot-video,2026-07-08T13:52:08Z
oso95/scroll-world,628,JavaScript,A skill that turn any brand into a scrollable 3D world,https://github.com/oso95/scroll-world,2026-07-06T21:28:58Z
Robbyant/lingbot-vision,617,Python,Self-supervised learning for spatial perception,https://github.com/Robbyant/lingbot-vision,2026-07-06T14:09:42Z
x4gKing/3x-ui-Upgrade,608,HTML,No description,https://github.com/x4gKing/3x-ui-Upgrade,2026-07-08T06:13:23Z
