name,stars,language,description,url,created_at
firecrawl/anydoc,12128,Rust,"Convert Word, PowerPoint, Excel, OpenDocument, RTF, EPUB, CSV, and PDF to clean Markdown. Built in R",https://github.com/firecrawl/anydoc,2026-08-03T16:36:14Z
KKKKhazix/human-writing,1989,Python,让 AI 写的中文读起来像一个具体的人在说话。通用创作与改稿 Skill，开箱即用。,https://github.com/KKKKhazix/human-writing,2026-08-05T01:19:41Z
ZzzLc0405/photo-abstract-editorial,1725,N/A,No description,https://github.com/ZzzLc0405/photo-abstract-editorial,2026-08-04T09:35:31Z
Binaryify/open-kimi-ppt-skill,1588,N/A,非官方 Kimi Slides Skill：让 AI Agent 生成可编辑 PPTD + PPTX，并附带本地浏览器编辑器 Unofficial Kimi Slides skill for AI a,https://github.com/Binaryify/open-kimi-ppt-skill,2026-08-05T07:30:56Z
mikiarlo3/awesome-growth-hacking-skills,764,Shell,"Find agentic growth hacking skills for Claude, ChatGPT, Manus | by enso.bot",https://github.com/mikiarlo3/awesome-growth-hacking-skills,2026-08-04T19:45:15Z
0xwilliamortiz/claude-red,681,JavaScript,claude-red is a curated library of offensive security skills designed for the Claude skills system. ,https://github.com/0xwilliamortiz/claude-red,2026-08-05T16:54:36Z
google-gemma/gemma-translator,579,JavaScript,No description,https://github.com/google-gemma/gemma-translator,2026-08-03T18:50:34Z
wumingqi60/lingxi,567,TypeScript,灵犀跨境-开源共建版,https://github.com/wumingqi60/lingxi,2026-08-03T05:46:34Z
MarcosSete/awesome-free-ai-course-notes,560,N/A,A curated collection of machine learning and AI lecture notes from the world's leading universities.,https://github.com/MarcosSete/awesome-free-ai-course-notes,2026-08-03T11:36:49Z
xoreaxeaxeax/asm-hall-of-shame,548,C,Racing to the bottom of CPU performance,https://github.com/xoreaxeaxeax/asm-hall-of-shame,2026-08-06T00:08:06Z
