coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,84688.0,1689089828346.618,-2.9607341357014825,2025-11-22T00:57:54.055212,📉
cardano,0.407538,14916589330.774727,-6.564933884500579,2025-11-22T00:57:54.055222,📉
ethereum,2763.39,333240016073.9041,-3.425441463012905,2025-11-22T00:57:54.055224,📉
polkadot,2.33,3815689298.1164618,-9.354703634566587,2025-11-22T00:57:54.055226,📉
solana,128.44,71885899129.97888,-4.400793436186124,2025-11-22T00:57:54.055228,📉
