name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,513199,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-09T02:02:58Z
sindresorhus/awesome,474058,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-09T02:14:03Z
freeCodeCamp/freeCodeCamp,446450,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-09T02:13:23Z
public-apis/public-apis,440286,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-09T02:10:10Z
EbookFoundation/free-programming-books,389903,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-09T01:32:19Z
openclaw/openclaw,377674,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-09T02:13:51Z
nilbuild/developer-roadmap,356570,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-09T01:42:53Z
donnemartin/system-design-primer,352258,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-09T01:44:06Z
jwasham/coding-interview-university,350904,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-09T01:25:50Z
vinta/awesome-python,301956,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-09T02:10:47Z
