name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,471763,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-04T01:13:42Z
sindresorhus/awesome,442263,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-04T01:16:50Z
freeCodeCamp/freeCodeCamp,437708,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-04T00:48:46Z
public-apis/public-apis,403557,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-04T01:13:33Z
EbookFoundation/free-programming-books,383531,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-04T00:57:10Z
kamranahmedse/developer-roadmap,350080,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-04T01:15:45Z
jwasham/coding-interview-university,337548,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-04T01:16:29Z
donnemartin/system-design-primer,337195,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-04T01:16:03Z
vinta/awesome-python,285408,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-03-04T01:11:31Z
awesome-selfhosted/awesome-selfhosted,276360,N/A,A list of Free Software network services and web applications which can be hosted on your own server,https://github.com/awesome-selfhosted/awesome-selfhosted,2026-03-04T01:11:22Z
