name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,484848,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-31T01:24:52Z
sindresorhus/awesome,450260,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-31T01:28:38Z
freeCodeCamp/freeCodeCamp,439732,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-31T01:28:06Z
public-apis/public-apis,417564,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-31T01:28:00Z
EbookFoundation/free-programming-books,384726,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-31T01:24:10Z
kamranahmedse/developer-roadmap,351888,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-31T01:24:48Z
openclaw/openclaw,341874,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-31T01:28:25Z
donnemartin/system-design-primer,340730,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-31T01:28:57Z
jwasham/coding-interview-university,338945,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-31T01:24:09Z
vinta/awesome-python,289801,Python,"An opinionated list of Python frameworks, libraries, tools, and resources.",https://github.com/vinta/awesome-python,2026-03-31T01:28:53Z
