name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,461297,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-28T01:04:00Z
freeCodeCamp/freeCodeCamp,436368,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-28T01:03:43Z
sindresorhus/awesome,432539,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-28T01:04:45Z
public-apis/public-apis,393830,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-28T01:04:29Z
EbookFoundation/free-programming-books,381164,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-28T00:53:20Z
kamranahmedse/developer-roadmap,348077,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-28T01:04:52Z
jwasham/coding-interview-university,336308,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-28T00:53:58Z
donnemartin/system-design-primer,333568,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-28T00:37:40Z
vinta/awesome-python,280190,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-28T00:42:40Z
996icu/996.ICU,275347,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-27T20:16:35Z
