name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,483919,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-28T01:17:07Z
sindresorhus/awesome,449402,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-28T01:20:41Z
freeCodeCamp/freeCodeCamp,438884,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-28T01:16:24Z
public-apis/public-apis,416769,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-28T01:16:27Z
EbookFoundation/free-programming-books,384636,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-28T01:16:22Z
kamranahmedse/developer-roadmap,351744,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-28T01:16:28Z
donnemartin/system-design-primer,340400,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-28T01:16:28Z
openclaw/openclaw,338628,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-28T01:21:30Z
jwasham/coding-interview-university,338278,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-28T01:16:28Z
vinta/awesome-python,289296,Python,"An opinionated list of Python frameworks, libraries, tools, and resources.",https://github.com/vinta/awesome-python,2026-03-28T01:16:26Z
