name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,512908,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-08T02:46:46Z
sindresorhus/awesome,473825,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-08T02:44:11Z
freeCodeCamp/freeCodeCamp,446380,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-08T02:42:26Z
public-apis/public-apis,440057,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-08T02:45:58Z
EbookFoundation/free-programming-books,389852,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-08T02:46:13Z
openclaw/openclaw,377452,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-08T02:43:28Z
nilbuild/developer-roadmap,356491,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-08T02:33:19Z
donnemartin/system-design-primer,352146,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-08T02:46:44Z
jwasham/coding-interview-university,350787,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-08T02:45:23Z
vinta/awesome-python,301828,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-08T02:44:42Z
