name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,448263,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-12T00:57:19Z
freeCodeCamp/freeCodeCamp,434551,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-12T01:01:19Z
sindresorhus/awesome,421714,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-12T00:36:02Z
public-apis/public-apis,383662,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-12T00:54:43Z
EbookFoundation/free-programming-books,378689,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-11T23:38:28Z
kamranahmedse/developer-roadmap,345222,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-12T00:45:09Z
jwasham/coding-interview-university,334580,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-11T20:36:05Z
donnemartin/system-design-primer,329116,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-12T00:54:34Z
996icu/996.ICU,275001,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-11T23:09:32Z
vinta/awesome-python,273401,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-12T00:20:00Z
