name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,451510,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-24T01:01:50Z
freeCodeCamp/freeCodeCamp,435162,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-24T00:58:44Z
sindresorhus/awesome,424510,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-24T00:58:47Z
public-apis/public-apis,387475,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-24T01:01:07Z
EbookFoundation/free-programming-books,379252,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-24T01:02:43Z
kamranahmedse/developer-roadmap,345947,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-24T00:51:46Z
jwasham/coding-interview-university,335190,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-24T00:59:30Z
donnemartin/system-design-primer,330083,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-24T00:57:07Z
vinta/awesome-python,275105,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-24T00:46:08Z
996icu/996.ICU,275060,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-23T15:40:23Z
