name,stars,language,description,url,created_at
slvDev/esp32-ai,1363,Python,No description,https://github.com/slvDev/esp32-ai,2026-07-23T14:53:51Z
Jakubantalik/thinking-orbs,1101,TypeScript,"Dotted thought-orb loading indicators for AI & agent UIs — six tuned states, two sizes, auto dark/li",https://github.com/Jakubantalik/thinking-orbs,2026-07-21T07:01:53Z
mikiarlo3/ai-copywriter,857,Python,An AI copywriter that uses real copywriting skills + real marketing knowledge with human tone.,https://github.com/mikiarlo3/ai-copywriter,2026-07-24T19:52:13Z
mshumer/Claude-of-Duty,676,JavaScript,"A Call of Duty-quality FPS in Three.js, built from a single prompt.",https://github.com/mshumer/Claude-of-Duty,2026-07-25T19:32:36Z
gnipbao/story-to-handdrawn-video,654,JavaScript,Agent skill: convert Chinese story copy or ordered images into a hand-drawn diary-comic animation (s,https://github.com/gnipbao/story-to-handdrawn-video,2026-07-21T08:54:45Z
0xhype/hyperliquid-tracker,511,TypeScript,Get notified when big trades happen on Hyperliquid.,https://github.com/0xhype/hyperliquid-tracker,2026-07-21T14:24:08Z
makecindy/cindy,484,TypeScript,Consider it done. The open-source AI agent that works out of the box · 想到，就能做到。开源、开箱即用的 AI Agent。,https://github.com/makecindy/cindy,2026-07-22T17:49:34Z
hahhforest/pi-textbook,462,TypeScript,《动手学 Pi》：沿 15 个真实 checkpoint 从零构建 Pi-style Agent,https://github.com/hahhforest/pi-textbook,2026-07-21T04:17:35Z
berabuddies/redis-poc,439,Python,"RCE PoC for Redis 6.2.22, 7.4.9, 8.6.4, 8.8.0, 8.8.1",https://github.com/berabuddies/redis-poc,2026-07-22T22:26:08Z
AdelanSupport/adelan-support,409,Python,No description,https://github.com/AdelanSupport/adelan-support,2026-07-21T07:28:23Z
