title,url,score,comments,by,hn_url
Xiaomi MiMo v2.6,https://mimo.xiaomi.com/mimo-v2-6,578,293,volf_,https://news.ycombinator.com/item?id=49792730
"Spymarks, Not Watermarks",https://brand.io/article/spymarks/,138,34,possibilistic,https://news.ycombinator.com/item?id=49794615
Claude Status – Elevated errors for multiple models,https://status.claude.com/incidents/7g1qpkyz5gxh,64,44,corvad,https://news.ycombinator.com/item?id=49795579
I don't want to read what you didn't write,https://blog.colinbreck.com/i-dont-want-to-read-what-you-didnt-write/,303,111,mooreds,https://news.ycombinator.com/item?id=49794330
Transformers Explained Visually,https://poloclub.github.io/transformer-explainer/,222,38,aray07,https://news.ycombinator.com/item?id=49792342
What Sun got wrong,https://bcantrill.dtrace.org/2026/09/20/what-sun-got-wrong/,512,302,chmaynard,https://news.ycombinator.com/item?id=49787436
Attention is all you have,https://alicegg.tech/2026/09/21/attention,598,180,zer0tonin,https://news.ycombinator.com/item?id=49787726
NASA’s Mars Sample Return mission is dead,https://www.science.org/content/article/nasa-s-mars-sample-return-mission-dead,319,253,Muhammad523,https://news.ycombinator.com/item?id=49791939
"AI coding has made CI a bottleneck, so we reworked ours to keep up",https://linear.app/now/ci-bottleneck-reworked,148,152,julian_digital,https://news.ycombinator.com/item?id=49792067
Looking forward to Git 2.56 – and 3.0,https://lwn.net/SubscriberLink/1094575/2385e98583715c2b/,38,7,chmaynard,https://news.ycombinator.com/item?id=49794736
