coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,92697.0,1851077449043.6873,-2.2975608066045687,2026-01-19T01:10:42.133928,📉
cardano,0.363571,13348175294.698637,-8.071585367547126,2026-01-19T01:10:42.133937,📉
ethereum,3216.08,388001651178.09985,-2.5046444787323305,2026-01-19T01:10:42.133939,📉
polkadot,1.96,3241645675.9934464,-10.416641858840409,2026-01-19T01:10:42.133941,📉
solana,133.89,75685386300.63153,-6.3810172478233635,2026-01-19T01:10:42.133942,📉
