name,stars,language,description,url,created_at
Fei-Away/Codex-Dream-Skin,11088,JavaScript,Codex Dream Skin,https://github.com/Fei-Away/Codex-Dream-Skin,2026-07-15T12:34:51Z
tandpfun/wardrobe,1219,JavaScript,"Your clothes, extracted and organized with gpt-image.",https://github.com/tandpfun/wardrobe,2026-07-16T06:17:00Z
hoainho/img2threejs,1028,Python,"Rebuild the object in a reference image as a code-only, procedural, quality-gated, animation-ready T",https://github.com/hoainho/img2threejs,2026-07-15T02:58:39Z
nethical6/conversation-steganography,881,Go,Use LLMs to hide messages inside normal looking conversations,https://github.com/nethical6/conversation-steganography,2026-07-17T04:58:22Z
pablostanley/yoinks,869,TypeScript,yoink any video from your terminal. no shady ads.,https://github.com/pablostanley/yoinks,2026-07-16T07:06:09Z
lopopolo/harness-engineering,785,Python,"🐎 Ryan Lopopolo’s anthology, field guide, and agent context bundle for harness engineering",https://github.com/lopopolo/harness-engineering,2026-07-18T21:42:28Z
Blueturboguy07/cue,661,JavaScript,"Open-source macOS AI copilot that floats over your screen, sees/hears your meetings, and stays hidde",https://github.com/Blueturboguy07/cue,2026-07-15T22:17:25Z
v-modal/vmodal_sdk_flutter,622,Dart,V- Modal AI: Search anything anywhere SDK Flutter,https://github.com/v-modal/vmodal_sdk_flutter,2026-07-16T12:25:48Z
xiejunjie524/handdraw-story-video,501,Python,Turn hand-drawn story illustrations into 35–45 second line-reveal and gradual-coloring videos with H,https://github.com/xiejunjie524/handdraw-story-video,2026-07-18T06:51:05Z
EthanXiang777/circuit-framework,486,Python,Circuit Framework — multi-agent LLM trading research system,https://github.com/EthanXiang777/circuit-framework,2026-07-16T15:02:10Z
