name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,472911,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-07T01:13:07Z
sindresorhus/awesome,443142,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-07T01:11:52Z
freeCodeCamp/freeCodeCamp,437844,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-07T00:26:29Z
public-apis/public-apis,404815,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-07T01:11:25Z
EbookFoundation/free-programming-books,383680,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-07T00:03:03Z
kamranahmedse/developer-roadmap,350331,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-07T01:12:15Z
donnemartin/system-design-primer,337649,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-07T01:11:53Z
jwasham/coding-interview-university,337640,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-07T00:57:41Z
vinta/awesome-python,285918,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-03-07T01:10:02Z
awesome-selfhosted/awesome-selfhosted,278041,N/A,A list of Free Software network services and web applications which can be hosted on your own server,https://github.com/awesome-selfhosted/awesome-selfhosted,2026-03-07T01:12:11Z
