name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,465486,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-13T01:10:37Z
freeCodeCamp/freeCodeCamp,437039,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-13T01:19:48Z
sindresorhus/awesome,437021,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-13T01:23:16Z
public-apis/public-apis,398119,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-13T01:24:56Z
EbookFoundation/free-programming-books,382510,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-13T01:00:14Z
kamranahmedse/developer-roadmap,348979,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-13T01:24:22Z
jwasham/coding-interview-university,336975,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-13T00:31:55Z
donnemartin/system-design-primer,335201,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-13T01:07:04Z
vinta/awesome-python,282591,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-13T01:08:17Z
996icu/996.ICU,275472,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-12T18:26:32Z
