coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,88805.0,1775853485872.4656,-4.035382375081683,2026-01-21T01:07:55.579614,📉
cardano,0.356854,13118173735.873655,-3.0130860357109626,2026-01-21T01:07:55.579624,📉
ethereum,2954.48,356917441536.1594,-7.08427843590016,2026-01-21T01:07:55.579626,📉
polkadot,1.93,3195380524.4050484,-4.596335601447068,2026-01-21T01:07:55.579628,📉
solana,127.21,71969248321.26733,-4.736334971549313,2026-01-21T01:07:55.579630,📉
