name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,489951,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-14T01:48:02Z
sindresorhus/awesome,454990,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-14T01:48:11Z
freeCodeCamp/freeCodeCamp,442809,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-14T01:38:29Z
public-apis/public-apis,421492,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-14T01:45:04Z
EbookFoundation/free-programming-books,385480,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-14T01:44:43Z
openclaw/openclaw,356612,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-14T01:46:35Z
kamranahmedse/developer-roadmap,352858,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-14T01:23:38Z
donnemartin/system-design-primer,342643,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-14T01:41:39Z
jwasham/coding-interview-university,340876,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-14T01:35:28Z
vinta/awesome-python,292161,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-14T01:48:17Z
