title,url,score,comments,by,hn_url
Harvard study predicts most suicide attempts a week in advance,https://current.fas.harvard.edu/stories/harvard-study-predicts-most-suicide-attempts-week-advance,17,1,jodacola,https://news.ycombinator.com/item?id=49619906
Muse – Meta’s personal AI agent,https://ai.meta.com/muse/,329,325,yks,https://news.ycombinator.com/item?id=49615537
Large language models develop novel social biases through adaptive exploration,https://openreview.net/challenge?redirect=%2Fforum%3Fid%3Dpc7fqaOcAH,98,49,paimapi,https://news.ycombinator.com/item?id=49617581
How to build a printer,https://nishantjosh.dev/blogs/how-to-build-a-fking-printer/,150,37,cat-whisperer,https://news.ycombinator.com/item?id=49617255
Navier-Stokes – Tristan Buckmaster [pdf],https://cims.nyu.edu/~tristanb/statement.pdf,1287,554,procedurecall,https://news.ycombinator.com/item?id=49605915
AlphaGenome Atlas: a high-resolution map of human DNA,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/alphagenome-atlas/,498,115,utiiiD,https://news.ycombinator.com/item?id=49611251
DaVinci Resolve 21.1,https://www.blackmagicdesign.com/media/release/20260908-03,357,157,tosh,https://news.ycombinator.com/item?id=49610181
On the Navier–Stokes Millennium Prize Problem,https://openai.com/index/navier-stokes-solution/,1135,978,tedsanders,https://news.ycombinator.com/item?id=49613262
"Benchmarking Qwen3.8 27B quantizations: 4-bit holds up, 1-bit collapses",https://quesma.com/blog/qwen38-27b-quantizations-benchmarked/,218,109,stared,https://news.ycombinator.com/item?id=49611128
Tao: Open math problems being non-renewably mined by AI,https://mathstodon.xyz/@tao/117237320796901560,157,105,_alternator_,https://news.ycombinator.com/item?id=49616968
