name,stars,language,description,url,created_at
xai-org/grok-build,20133,Rust,"SpaceXAI's coding agent harness and TUI. Fullscreen, mouse interactive, extensible.",https://github.com/xai-org/grok-build,2026-07-14T20:04:23Z
Fei-Away/Codex-Dream-Skin,10378,JavaScript,Codex Dream Skin,https://github.com/Fei-Away/Codex-Dream-Skin,2026-07-15T12:34:51Z
CluvexStudio/Aether,1316,Rust,No description,https://github.com/CluvexStudio/Aether,2026-07-14T14:20:44Z
tandpfun/wardrobe,1157,JavaScript,"Your clothes, extracted and organized with gpt-image.",https://github.com/tandpfun/wardrobe,2026-07-16T06:17:00Z
nethical6/conversation-steganography,828,Go,Use LLMs to hide messages inside normal looking conversations,https://github.com/nethical6/conversation-steganography,2026-07-17T04:58:22Z
pablostanley/yoinks,755,TypeScript,yoink any video from your terminal. no shady ads.,https://github.com/pablostanley/yoinks,2026-07-16T07:06:09Z
MatinSenPai/Aether-GUI,626,TypeScript,"One-click desktop GUI for the Aether censorship-circumvention tunnel — Tauri v2, React 19, Rust",https://github.com/MatinSenPai/Aether-GUI,2026-07-14T20:13:18Z
Blueturboguy07/cue,616,JavaScript,"Open-source macOS AI copilot that floats over your screen, sees/hears your meetings, and stays hidde",https://github.com/Blueturboguy07/cue,2026-07-15T22:17:25Z
v-modal/vmodal_sdk_flutter,588,Dart,V- Modal AI: Search anything anywhere SDK Flutter,https://github.com/v-modal/vmodal_sdk_flutter,2026-07-16T12:25:48Z
lopopolo/harness-engineering,580,Python,"🐎 Ryan Lopopolo’s anthology, field guide, and agent context bundle for harness engineering",https://github.com/lopopolo/harness-engineering,2026-07-18T21:42:28Z
