name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,494824,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-25T01:43:39Z
sindresorhus/awesome,458669,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-25T01:44:23Z
freeCodeCamp/freeCodeCamp,443498,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-25T01:26:27Z
public-apis/public-apis,426278,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-25T01:43:36Z
EbookFoundation/free-programming-books,385995,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-25T01:26:34Z
openclaw/openclaw,363468,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-25T01:44:34Z
kamranahmedse/developer-roadmap,353551,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-25T01:41:20Z
donnemartin/system-design-primer,344024,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-25T01:42:51Z
jwasham/coding-interview-university,342447,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-25T01:33:03Z
vinta/awesome-python,294232,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-25T01:44:54Z
