title,url,score,comments,by,hn_url
Giant trees have no trouble pumping water to top branches,https://news.exeter.ac.uk/faculty-of-environment-science-and-economy/giant-trees-have-no-trouble-pumping-water-to-top-branches/,85,39,hhs,https://news.ycombinator.com/item?id=48780870
Leanstral 1.5: Proof Abundance for All,https://mistral.ai/news/leanstral-1-5/,85,22,programLyrique,https://news.ycombinator.com/item?id=48780801
MSI Center – How to gain SYSTEM privileges in seconds,https://mrbruh.com/msicenter/,22,6,MrBruh,https://news.ycombinator.com/item?id=48781688
GLM5.2 on AMD MI355X at 2626 tok/s/node at over 2x lower cost than Blackwell,https://www.wafer.ai/blog/glm52-amd,92,25,latchkey,https://news.ycombinator.com/item?id=48780417
Steam Controller Auto-Charge – pilot to magnetic charging puck using CV,https://github.com/FossPrime/Steam-Controller-Auto-Charge,68,11,zdw,https://news.ycombinator.com/item?id=48780865
SearXNG: A free internet metasearch engine,https://github.com/searxng/searxng,133,41,theanonymousone,https://news.ycombinator.com/item?id=48779454
The circuit that lets your brain think and see,https://www.engineering.columbia.edu/about/news/circuit-lets-your-brain-think-and-see,38,4,hhs,https://news.ycombinator.com/item?id=48780996
Amsterdam invented the fire department,https://worksinprogress.co/issue/how-amsterdam-invented-the-fire-department/,38,9,zdw,https://news.ycombinator.com/item?id=48780913
Jamesob's guide to running SOTA LLMs locally,https://github.com/jamesob/local-llm,277,125,livestyle,https://news.ycombinator.com/item?id=48775921
Applied Category Theory Course (2018),https://math.ucr.edu/home/baez/act_course/index.html,54,7,measurablefunc,https://news.ycombinator.com/item?id=48779723
