title,url,score,comments,by,hn_url
Incident CVE-2026-LGTM,https://nesbitt.io/2026/06/26/incident-report-cve-2026-lgtm.html,40,9,mooreds,https://news.ycombinator.com/item?id=48686093
Why have papers by one of history's most famous physicists been retracted?,https://www.science.org/content/article/why-have-papers-one-history-s-most-famous-physicists-been-retracted,5,0,adharmad,https://news.ycombinator.com/item?id=48686834
Om Malik has died,https://om.co/2026/06/24/1966-2026/,1085,128,minimaxir,https://news.ycombinator.com/item?id=48678852
An entire Herculaneum scroll has been read for the first time,https://scrollprize.org/firstscroll,1463,306,verditelabs,https://news.ycombinator.com/item?id=48675179
Bipartite Matching Is in NC,https://scottaaronson.blog/?p=9851,57,2,amichail,https://news.ycombinator.com/item?id=48637433
The best thing that has ever happened for multiplayer games,https://mas-bandwidth.com/the-best-thing-that-has-ever-happened-for-multiplayer-games/,12,1,gafferongames,https://news.ycombinator.com/item?id=48630499
Libre Barcode Project,https://graphicore.github.io/librebarcode/,220,36,luu,https://news.ycombinator.com/item?id=48681949
What happened after 2k people tried to hack my AI assistant,https://www.fernandoi.cl/posts/hackmyclaw/,254,103,cuchoi,https://news.ycombinator.com/item?id=48681687
Framework's 10G Ethernet module exposes USB-C's complexity,https://www.jeffgeerling.com/blog/2026/framework-10g-ethernet-module-usb-c-complexity/,243,134,Alupis,https://news.ycombinator.com/item?id=48681220
Show HN: WebBase-III – dBASE III rebuilt in the browser with its own interpreter,https://github.com/DDecoene/WebBaseIII,27,7,ddecoene,https://news.ycombinator.com/item?id=48656986
