coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,88128.0,1760586742843.5925,1.089890087024136,2026-01-27T01:11:00.671159,📈
cardano,0.351315,12921461518.633284,1.999344445098868,2026-01-27T01:11:00.671169,📈
ethereum,2912.26,351226085702.4819,2.0518291987475465,2026-01-27T01:11:00.671172,📈
polkadot,1.87,3103256302.180842,1.5139997214698087,2026-01-27T01:11:00.671173,📈
solana,123.78,70072651807.7819,3.353864268676656,2026-01-27T01:11:00.671175,📈
