name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,441310,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-11-21T22:30:11Z
freeCodeCamp/freeCodeCamp,432795,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-11-21T22:27:31Z
sindresorhus/awesome,416556,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-11-21T22:27:31Z
public-apis/public-apis,379963,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-11-21T22:30:33Z
EbookFoundation/free-programming-books,377300,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-11-21T22:12:58Z
kamranahmedse/developer-roadmap,344079,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-11-21T22:24:15Z
jwasham/coding-interview-university,333779,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-11-21T22:28:58Z
donnemartin/system-design-primer,327137,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-11-21T21:12:42Z
996icu/996.ICU,274868,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-11-21T16:57:43Z
vinta/awesome-python,270436,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-11-21T22:27:29Z
