title,url,score,comments,by,hn_url
Android 17 is the first since 3.x to add new APIs without releasing to the AOSP,https://grapheneos.social/@GrapheneOS/117282080803799576,561,267,theanonymousone,https://news.ycombinator.com/item?id=49758736
Cloudflare Quick Tunnels,https://try.cloudflare.com/,592,251,jcbhmr,https://news.ycombinator.com/item?id=49754785
Saving another 100TB of RAM,https://blog.cloudflare.com/saving-100-tb-of-ram-with-math/,239,45,f311a,https://news.ycombinator.com/item?id=49758580
The Farnese letter,https://simonklee.dk/farnese-letter,30,5,grigolin,https://news.ycombinator.com/item?id=49744036
How to Write with an LLM,https://sockpuppet.org/blog/2026/09/17/how-to-write-with-an-llm/,400,274,joeriddles,https://news.ycombinator.com/item?id=49747070
Xcode 27.1 Beta Release Notes,https://developer.apple.com/documentation/xcode-release-notes/xcode-27_1-release-notes,116,68,CameronBanga,https://news.ycombinator.com/item?id=49758419
Show HN: LiveWorld – Every 24/7 YouTube live camera on one globe,https://liveworld.info/,13,7,harisingh1612,https://news.ycombinator.com/item?id=49762099
Photon-Emission-Guided Laser Fault Injection Enables RP2350 Secure Debug,https://donjon.ledger.com/blog/rp2350-secure-debug-laser-fault-injection/,160,54,synack,https://news.ycombinator.com/item?id=49757050
Show HN: Cactus Needle 3: 8-29MB automation models can match DeepSeek V4 Flash,https://cactuscompute.com/needle,166,78,HenryNdubuaku,https://news.ycombinator.com/item?id=49748553
The first new cat species discovered in 100 years,https://www.nationalgeographic.com/animals/article/meet-the-first-new-cat-species-discovered-in-100-years,179,62,ohjeez,https://news.ycombinator.com/item?id=49744704
