name,stars,language,description,url,created_at
sapientinc/PRAXIST,4531,Python,"Autonomous research system for measurable, computer-executable research.",https://github.com/sapientinc/PRAXIST,2026-08-27T14:20:58Z
HEJustinSun/my-girlfriend-jingtian-latex,4148,TeX,No description,https://github.com/HEJustinSun/my-girlfriend-jingtian-latex,2026-08-27T11:28:44Z
XiaoDuoYa/codex-with-chatgpt,1441,TypeScript,ChatGPT thinks. Codex works. Use ChatGPT as the planning brain while keeping the Codex harness.,https://github.com/XiaoDuoYa/codex-with-chatgpt,2026-08-28T12:57:24Z
MetaMask-AI/metamask-desktop,1227,CSS,🌐 🔌 The MetaMask desktop app enables browsing Ethereum blockchain enabled websites,https://github.com/MetaMask-AI/metamask-desktop,2026-08-28T08:07:10Z
wide-trace/open-higgsfield,1084,TypeScript,"A studio for image and video generation — one prompt bar, each model’s own settings, and every finis",https://github.com/wide-trace/open-higgsfield,2026-08-26T06:09:58Z
Tencent/WeMM-Embedding,942,Python,WeMM-Embedding is a family of universal multimodal embedding models by the WeChat Vision Team at Ten,https://github.com/Tencent/WeMM-Embedding,2026-08-25T02:46:10Z
Nanako0129/sepia,931,N/A,"De-AI writing skill for Claude Code, Codex, Grok Build, and Antigravity — narrative-architecture rep",https://github.com/Nanako0129/sepia,2026-08-28T05:56:49Z
tradecatlabs/shulihuazixuecongshu,803,Python,No description,https://github.com/tradecatlabs/shulihuazixuecongshu,2026-08-27T18:02:35Z
jub0t/WolfCut,722,TypeScript,Free & Open-Source CapCut replacement.,https://github.com/jub0t/WolfCut,2026-08-25T18:34:47Z
cbrock84/headcount,712,Markdown,"An agent organization for Claude Code, structured as a company — 15+ departments, 125+ skills, each ",https://github.com/cbrock84/headcount,2026-08-28T18:03:04Z
