name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,449761,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-18T00:54:24Z
freeCodeCamp/freeCodeCamp,434904,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-18T00:54:29Z
sindresorhus/awesome,423111,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-18T00:55:31Z
public-apis/public-apis,386051,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-18T00:56:35Z
EbookFoundation/free-programming-books,378969,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-18T00:58:54Z
kamranahmedse/developer-roadmap,345590,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-18T00:38:10Z
jwasham/coding-interview-university,334802,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-18T00:26:56Z
donnemartin/system-design-primer,329600,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-18T00:06:37Z
996icu/996.ICU,275037,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-17T09:34:26Z
vinta/awesome-python,274227,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-18T00:54:28Z
