name,stars,language,description,url,created_at
MoonshotAI/Kimi-K3,3444,N/A,Open Frontier Intelligence,https://github.com/MoonshotAI/Kimi-K3,2026-07-27T08:01:37Z
slvDev/esp32-ai,2065,Python,No description,https://github.com/slvDev/esp32-ai,2026-07-23T14:53:51Z
mshumer/Claude-of-Duty,1755,JavaScript,"A Call of Duty-quality FPS in Three.js, built from a single prompt.",https://github.com/mshumer/Claude-of-Duty,2026-07-25T19:32:36Z
kvcache-ai/AgentENV,1442,Rust,AgentENV (AENV) is a distributed platform for running agent environments at scale.,https://github.com/kvcache-ai/AgentENV,2026-07-23T02:48:07Z
mikiarlo3/ai-copywriter,991,Python,An AI copywriter that uses real copywriting skills + real marketing knowledge with human tone.,https://github.com/mikiarlo3/ai-copywriter,2026-07-24T19:52:13Z
VictorTaelin/OptMem,805,Python,"Permanent memory for AI agents. A 426-token prompt, a script, plug and play.",https://github.com/VictorTaelin/OptMem,2026-07-25T16:58:43Z
MoonshotAI/MoonEP,791,Python,MoonEP: A Perfectly Balanced Expert Parallelism Library via Dynamic Redundant Experts,https://github.com/MoonshotAI/MoonEP,2026-07-24T09:07:21Z
fuadmefleh/Shared-Claude-Chats,674,Python,"An archive of public Claude and Grok conversations, exported from their share links as plain markdow",https://github.com/fuadmefleh/Shared-Claude-Chats,2026-07-26T01:14:17Z
0xwilliamortiz/openclaude-improved,581,TypeScript,runs anywhere. uses anything,https://github.com/0xwilliamortiz/openclaude-improved,2026-07-26T21:58:28Z
digimata/quill,557,Swift,Ultraminimalist macOS recording + transcription.,https://github.com/digimata/quill,2026-07-24T23:31:27Z
