title,url,score,comments,by,hn_url
Kimi K3: Open Frontier Intelligence,https://www.kimi.com/blog/kimi-k3,1174,732,vincent_s,https://news.ycombinator.com/item?id=48935342
"Google Kills Custom Search API on Jan 1, 2027",https://thenextgennexus.com/2026/05/14/google-kills-custom-search-api-on-jan-1-2027-you-have-9-months/,23,4,alexey-salmin,https://news.ycombinator.com/item?id=48942250
Microsoft Comic Chat is now open source,https://opensource.microsoft.com/blog/2026/07/16/microsoft-comic-chat-is-now-open-source/,540,120,jervant,https://news.ycombinator.com/item?id=48936426
LM Studio Bionic: the AI agent for open models,https://lmstudio.ai/blog/introducing-lm-studio-bionic,160,63,minimaxir,https://news.ycombinator.com/item?id=48939662
Decoy Font,https://www.mixfont.com/experiments/decoy-font,405,98,ray__,https://news.ycombinator.com/item?id=48936584
"M 3.9 Experimental Explosion – 147 Km ENE of Ponce Inlet, Florida",https://earthquake.usgs.gov/earthquakes/eventpage/us7000t13l/executive,25,6,hnburnsy,https://news.ycombinator.com/item?id=48942125
The Little Book of Reinforcement Learning,https://github.com/alxndrTL/little-book-rl/,56,7,mustaphah,https://news.ycombinator.com/item?id=48941104
$100 AI Music Video: Claude Fable 5 vs. GPT-5.6 Sol,https://www.tryai.dev/blog/ai-music-video-arena-claude-vs-gpt-5.6,131,139,hershyb_,https://news.ycombinator.com/item?id=48939524
NotebookLM is now Gemini Notebook,https://blog.google/innovation-and-ai/products/gemini-notebook/notebooklm-gemini-notebook/,240,126,xnx,https://news.ycombinator.com/item?id=48936451
Mathematics of Data Science,https://arxiv.org/abs/2607.11938,92,2,Anon84,https://news.ycombinator.com/item?id=48939896
