coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,66115.0,1322651719452.0144,-2.165706341189003,2026-02-13T01:24:57.849411,📉
cardano,0.262695,9662744820.920279,1.841947217238939,2026-02-13T01:24:57.849420,📈
ethereum,1938.86,234262472453.07968,-1.2941985103031814,2026-02-13T01:24:57.849422,📉
polkadot,1.28,2125693384.5767038,0.5333471807305418,2026-02-13T01:24:57.849424,📈
solana,78.44,44543052912.85934,-2.144150890244641,2026-02-13T01:24:57.849425,📉
