name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,453940,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-04T01:10:54Z
freeCodeCamp/freeCodeCamp,435500,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-04T00:33:26Z
sindresorhus/awesome,426997,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-04T00:57:24Z
public-apis/public-apis,389258,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-04T00:58:18Z
EbookFoundation/free-programming-books,379833,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-04T00:40:08Z
kamranahmedse/developer-roadmap,346593,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-04T00:51:05Z
jwasham/coding-interview-university,335541,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-04T00:57:26Z
donnemartin/system-design-primer,331257,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-04T00:42:45Z
vinta/awesome-python,276672,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-04T01:04:47Z
996icu/996.ICU,275100,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-03T19:38:18Z
