title,url,score,comments,by,hn_url
Show HN: Getting GLM 5.2 running on my slow computer,https://github.com/JustVugg/colibri,390,101,vforno,https://news.ycombinator.com/item?id=48842459
EU Parliament greenlights Chat Control 1.0,https://www.patrick-breyer.de/en/eu-parliament-greenlights-chat-control-1-0-breyer-our-children-lose-out/,1002,480,rapnie,https://news.ycombinator.com/item?id=48843923
GPT-5.6,https://openai.com/index/gpt-5-6/,1073,782,logickkk1,https://news.ycombinator.com/item?id=48849066
Show HN: 18 Words,https://18words.com/,833,284,pompomsheep,https://news.ycombinator.com/item?id=48845049
"Star Just Ate a Planet, and It's Not Done Yet",https://www.nytimes.com/2026/07/09/science/space/planetary-engulfment-hungry-star.html,8,3,wglb,https://news.ycombinator.com/item?id=48854638
Train sim created by just one person is being called the best ever made,https://kotaku.com/a-train-sim-created-by-just-one-person-is-being-called-the-best-ever-made-2000699429,293,114,oumua_don17,https://news.ycombinator.com/item?id=48792383
Focus,https://boz.com/articles/focus,13,1,iacguy,https://news.ycombinator.com/item?id=48854363
Interview with Mitchell Hashimoto about Ghostty and Zig,https://alexalejandre.com/programming/interview-with-mitchell-hashimoto/,126,49,veqq,https://news.ycombinator.com/item?id=48849292
My Story of 3D Realms / Apogee Part I (2020),https://joesiegler.blog/2020/11/my-story-of-apogee-3dr/,32,0,Michelangelo11,https://news.ycombinator.com/item?id=48757291
Hy3,https://hy.tencent.com/research/hy3,389,86,andai,https://news.ycombinator.com/item?id=48847552
