name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,518151,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-22T02:52:55Z
sindresorhus/awesome,477727,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-22T02:53:09Z
freeCodeCamp/freeCodeCamp,450097,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-22T02:52:11Z
public-apis/public-apis,443371,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-22T02:53:30Z
EbookFoundation/free-programming-books,390614,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-22T02:31:17Z
openclaw/openclaw,379837,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-22T02:53:47Z
nilbuild/developer-roadmap,357938,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-22T02:45:00Z
donnemartin/system-design-primer,354237,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-22T02:49:40Z
jwasham/coding-interview-university,353435,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-22T02:48:11Z
vinta/awesome-python,304177,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-22T02:43:07Z
