title,url,score,comments,by,hn_url
FDA authorizes first wearable device that monitors ketone and blood sugar levels,https://www.fda.gov/news-events/press-announcements/fda-authorizes-first-wearable-device-continuously-monitors-both-ketone-levels-and-blood-sugar,231,136,sunnynagra,https://news.ycombinator.com/item?id=49439017
Apple introduces M6 and M5 Ultra,https://www.apple.com/newsroom/2026/08/apple-introduces-m6-and-m5-ultra-for-a-big-leap-in-performance-and-ai-compute/,932,887,interpol_p,https://news.ycombinator.com/item?id=49433292
Python's pre-declared constants are kinda weird,https://sebsite.pw/w/20260801-pythonconstants.html,126,78,rbanffy,https://news.ycombinator.com/item?id=49441033
OpenAI Jalapeño: Better than Nvidia Blackwell,https://newsletter.semianalysis.com/p/openai-jalapeno-better-than-nvidia,302,205,bmulholland,https://news.ycombinator.com/item?id=49434378
New Mac Studio with M5 Max and M5 Ultra,https://www.apple.com/newsroom/2026/08/apple-introduces-new-mac-studio-with-m5-max-and-m5-ultra/,695,440,interpol_p,https://news.ycombinator.com/item?id=49433316
"Maiao: Gerrit-style code review workflow for GitHub, GitLab, Gitea, others",https://github.com/runetes/maiao,20,1,zdw,https://news.ycombinator.com/item?id=49441666
Black hole singularity is a surface not a point,https://arxiv.org/abs/2608.21590,178,123,raattgift,https://news.ycombinator.com/item?id=49437210
When str.lower() is a security vulnerability in Python – Seth Larson,https://sethmlarson.dev/when-str-lower-is-a-security-vulnerability,47,24,rbanffy,https://news.ycombinator.com/item?id=49440410
"Show HN: TeXbrain, a LaTeX editor that runs pdfTeX in the browser via WASM",https://github.com/swimmingbrain/texbrain,37,7,swimmingbrain,https://news.ycombinator.com/item?id=49441375
C2PA Cameras Do Not Survive Contact with Reality,https://www.da.vidbuchanan.co.uk/blog/android-c2pa.html,69,28,Retr0id,https://news.ycombinator.com/item?id=49439499
