coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,77265.0,1551759516177.3884,-0.03985373614373814,2026-09-13T02:17:15.308415,📉
ethereum,2522.45,307843460972.0912,0.35375313563242217,2026-09-13T02:17:15.308426,📈
cardano,0.207768,7798155271.7190485,-0.2933087682706632,2026-09-13T02:17:15.308428,📉
solana,102.1,59894974065.7917,0.26261986749019,2026-09-13T02:17:15.308430,📈
polkadot,1.014,1725746608.5880797,-3.838992159805773,2026-09-13T02:17:15.308432,📉
