name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,468706,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-25T01:14:56Z
sindresorhus/awesome,440442,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-25T01:19:06Z
freeCodeCamp/freeCodeCamp,437499,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-25T01:21:33Z
public-apis/public-apis,400099,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-25T00:54:17Z
EbookFoundation/free-programming-books,383019,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-25T01:18:55Z
kamranahmedse/developer-roadmap,349723,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-25T01:16:40Z
jwasham/coding-interview-university,337406,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-25T00:50:16Z
donnemartin/system-design-primer,336543,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-25T01:22:05Z
vinta/awesome-python,284436,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-25T01:09:42Z
996icu/996.ICU,275537,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-25T01:04:16Z
