name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,456550,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-15T01:03:46Z
freeCodeCamp/freeCodeCamp,435859,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-15T00:35:50Z
sindresorhus/awesome,429522,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-15T00:51:34Z
public-apis/public-apis,391095,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-15T01:03:34Z
EbookFoundation/free-programming-books,380484,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-15T01:03:48Z
kamranahmedse/developer-roadmap,347244,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-15T00:58:18Z
jwasham/coding-interview-university,335851,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-14T23:21:56Z
donnemartin/system-design-primer,332236,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-15T00:46:27Z
vinta/awesome-python,278217,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-15T01:03:58Z
996icu/996.ICU,275155,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-14T22:55:39Z
