name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,519311,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-25T02:31:27Z
sindresorhus/awesome,478564,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-25T02:30:46Z
freeCodeCamp/freeCodeCamp,450461,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-25T02:15:54Z
public-apis/public-apis,444057,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-25T02:25:38Z
EbookFoundation/free-programming-books,390752,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-25T02:04:20Z
openclaw/openclaw,380319,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-25T02:21:23Z
nilbuild/developer-roadmap,358196,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-25T02:28:50Z
donnemartin/system-design-primer,354732,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-25T02:13:54Z
jwasham/coding-interview-university,353865,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-25T02:29:18Z
vinta/awesome-python,304690,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-25T02:14:45Z
