title,url,score,comments,by,hn_url
OpenRouter is joining Stripe,https://openrouter.ai/blog/announcements/openrouter-is-joining-stripe/,597,317,rvz,https://news.ycombinator.com/item?id=49364559
Gardner police discontinue Flock cameras as license plate readers face scrutiny,https://www.kmbc.com/article/gardner-kansas-flock-cameras-license-plate-readers-privacy/73468724,49,11,cocacola1,https://news.ycombinator.com/item?id=49368625
Go 1.27,https://go.dev/blog/go1.27,420,102,database64128,https://news.ycombinator.com/item?id=49365405
Google replaced Git tags for certain source code with obtaining via Google Drive,https://grapheneos.social/@GrapheneOS/117057099753905023,271,107,Animux,https://news.ycombinator.com/item?id=49364745
Unlocking a locked/deactivated e-waste Cricut Maker,https://sprocketfox.io/xssfox/2026/07/01/cricut-unlock/,122,33,1e1a,https://news.ycombinator.com/item?id=49365841
Unsloth Dynamic 3.0 GGUFs,https://unsloth.ai/docs/basics/dynamic-3.0-ggufs,173,64,jonesy827,https://news.ycombinator.com/item?id=49365443
"Os8088.com: IBM XT OS now has a Browser, CP/M 2.2 with Z80 core and MS Word 1.1a",https://os8088.com/spotlight/,37,22,jggonz,https://news.ycombinator.com/item?id=49367256
Sol Loves to Cheat,https://jumploops.com/blog/sol-loves-to-cheat/,65,35,jumploops,https://news.ycombinator.com/item?id=49348189
A joke domain purchase turned in geopolitical warfare,https://sprocketfox.io/xssfox/2026/08/19/sondehub-and-war/,732,112,kareiva,https://news.ycombinator.com/item?id=49360015
Casio F-B100W-1A,https://www.casio.com/uk/watches/casio/product.F-B100W-1A/,264,212,__fst__,https://news.ycombinator.com/item?id=49362887
