name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,448015,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-11T01:01:29Z
freeCodeCamp/freeCodeCamp,434509,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-11T00:57:53Z
sindresorhus/awesome,421506,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-11T00:58:38Z
public-apis/public-apis,383478,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-11T00:59:23Z
EbookFoundation/free-programming-books,378641,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-11T00:58:25Z
kamranahmedse/developer-roadmap,345179,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-11T01:00:08Z
jwasham/coding-interview-university,334557,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-11T00:59:41Z
donnemartin/system-design-primer,329040,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-11T01:00:31Z
996icu/996.ICU,275000,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-10T19:06:13Z
vinta/awesome-python,273294,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-11T01:00:42Z
