title,url,score,comments,by,hn_url
"CFTC declares market emergency, orders Kalshi to continue to operate in New York",https://www.cftc.gov/PressRoom/PressReleases/9281-26,75,27,michaefe,https://news.ycombinator.com/item?id=49266277
WorldClaw Agentic 3D open-world generation at scale,https://tencent-hunyuan.github.io/Hunyuan3D-WorldClaw/,106,38,EwanG,https://news.ycombinator.com/item?id=49265051
Compression is prediction,https://ngrok.com/blog/compression-is-prediction,236,101,nikolay,https://news.ycombinator.com/item?id=49263497
Nvidia Nemotron 3.5 Lightning and NeMo Switchyard,https://blogs.nvidia.com/blog/nemotron-lightning-switchyard-rtx-dgx/,173,89,droidjj,https://news.ycombinator.com/item?id=49263340
Mojo 1.0,https://www.modular.com/blog/modular-26-5-mojo-1-0-is-here,279,127,dayanruben,https://news.ycombinator.com/item?id=49261128
Stealing Reasoning Traces from Proprietary LLM APIs,https://stolen-thoughts.com/,485,202,quantumgarbage,https://news.ycombinator.com/item?id=49257876
OpenAI’s head of ethics leaves less than a year after joining,https://www.ft.com/content/e49dfb75-f841-4466-a577-f7aaff8779a0,270,341,ilamont,https://news.ycombinator.com/item?id=49257160
Making holograms with a pen plotter,https://blog.jordan.matelsky.com/Penplotter-holography/,110,11,DemiGuru,https://news.ycombinator.com/item?id=49262811
"Show HN: iPhone app takes simultaneous images from 2 lenses, fuses into 1 photo",https://photosynthesis.camera,198,201,sajomes,https://news.ycombinator.com/item?id=49226623
US hires over 2k video gamers as air traffic controllers,https://www.cbsnews.com/news/video-gamer-air-traffic-controllers-faa-recruitment-sean-duffy/,57,39,shagie,https://news.ycombinator.com/item?id=49265879
