name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,490888,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-17T01:46:38Z
sindresorhus/awesome,456080,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-17T01:43:06Z
freeCodeCamp/freeCodeCamp,443036,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-17T01:21:16Z
public-apis/public-apis,424198,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-17T01:48:31Z
EbookFoundation/free-programming-books,385611,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-17T01:27:32Z
openclaw/openclaw,358904,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-17T01:49:40Z
kamranahmedse/developer-roadmap,353070,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-17T01:21:51Z
donnemartin/system-design-primer,343044,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-17T01:42:55Z
jwasham/coding-interview-university,341020,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-17T01:41:30Z
vinta/awesome-python,292740,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-17T01:36:15Z
