city,temperature_c,temperature_f,condition,humidity,wind_speed_kmph,collected_at
Vancouver,12,54,Overcast,100,9,2025-11-17T01:01:31.811939
Toronto,2,36,Partly cloudy,51,27,2025-11-17T01:01:34.031595
Seattle,13,56,Mist,93,10,2025-11-17T01:01:35.760615
San Francisco,17,62,Partly cloudy,70,24,2025-11-17T01:01:37.539135
New York,7,44,Clear,35,26,2025-11-17T01:01:38.809155
