title,url,score,comments,by,hn_url
Vancouver PD website features Quick Escape button that wipes itself from history,https://vpd.ca/,59,21,LookAtThatBacon,https://news.ycombinator.com/item?id=48914644
TS-2026-009: Insecure argument handling in Tailscale SSH permitted root access,https://tailscale.com/security-bulletins,18,2,jervant,https://news.ycombinator.com/item?id=48915004
Bonsai 27B: A 27B-Class model that runs on a phone,https://prismml.com/news/bonsai-27b,430,160,xenova,https://news.ycombinator.com/item?id=48910545
Dependabot version updates introduce default package cooldown,https://github.blog/changelog/2026-07-14-dependabot-version-updates-introduce-default-package-cooldown/,95,59,woodruffw,https://news.ycombinator.com/item?id=48913050
The Tower Keeps Rising,https://lucumr.pocoo.org/2026/7/13/the-tower-keeps-rising/,336,164,cdrnsf,https://news.ycombinator.com/item?id=48909785
Financing the AI boom: from cash flows to debt [pdf],https://www.bis.org/publ/bisbull120.pdf,85,32,1vuio0pswjnm7,https://news.ycombinator.com/item?id=48913443
Cursor 0day: When Full Disclosure Becomes the Only Protection Left,https://mindgard.ai/blog/cursor-0day-when-full-disclosure-becomes-the-only-protection-left,248,107,Synthetic7346,https://news.ycombinator.com/item?id=48910676
How I use HTMX with Go,https://www.alexedwards.net/blog/how-i-use-htmx-with-go,110,26,gnabgib,https://news.ycombinator.com/item?id=48912175
C++20 Improved the For-Loop Syntax,https://lzon.ca/posts/tips/cpp-for-range-init/,23,17,jpmitchell,https://news.ycombinator.com/item?id=48873275
Your 'app' could have been a webpage (so I fixed it for you),https://danq.me/2026/07/09/your-app-could-have-been-a-webpage/,716,438,MrVandemar,https://news.ycombinator.com/item?id=48869989
