name,stars,language,description,url,created_at
andrewyng/openworker,5039,Python,No description,https://github.com/andrewyng/openworker,2026-07-20T01:52:32Z
Jakubantalik/thinking-orbs,1007,TypeScript,"Dotted thought-orb loading indicators for AI & agent UIs — six tuned states, two sizes, auto dark/li",https://github.com/Jakubantalik/thinking-orbs,2026-07-21T07:01:53Z
Blaizzy/nativ,885,Swift,"Local AI, native to your Mac. Chat, serve, monitor, and connect MLX models from one macOS app.",https://github.com/Blaizzy/nativ,2026-07-20T15:37:29Z
powerycy/goutoujunshi,876,Python,一个先接住情绪、再分析关系并给出可执行策略的 Codex 恋爱军师，内置心理、法律、社会、人文、哲学、婚姻家庭与性学知识库，支持多元关系。,https://github.com/powerycy/goutoujunshi,2026-07-20T14:58:48Z
slvDev/esp32-ai,817,Python,No description,https://github.com/slvDev/esp32-ai,2026-07-23T14:53:51Z
pireel/pireel,753,TypeScript,"Open-source, backend-free AI video editor for talking-head video — storyboarding, designed graphics,",https://github.com/pireel/pireel,2026-07-20T09:34:24Z
gnipbao/story-to-handdrawn-video,626,JavaScript,Agent skill: convert Chinese story copy or ordered images into a hand-drawn diary-comic animation (s,https://github.com/gnipbao/story-to-handdrawn-video,2026-07-21T08:54:45Z
mikiarlo3/ai-copywriter,589,Python,An AI copywriter that uses real copywriting skills + real marketing knowledge with human tone.,https://github.com/mikiarlo3/ai-copywriter,2026-07-24T19:52:13Z
CatsJuice/sticker-forge,574,JavaScript,"A tactile WebGL sticker maker with rich text, image uploads, and interactive peel physics.",https://github.com/CatsJuice/sticker-forge,2026-07-20T17:13:15Z
zeus-panel/ZEUS-PANEL,537,JavaScript,"A high-performance, serverless VLESS network proxy management panel deployed natively on Cloudflare ",https://github.com/zeus-panel/ZEUS-PANEL,2026-07-20T11:37:49Z
