coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,74728.0,1495916535084.3394,-1.2091208836771272,2026-04-20T01:55:31.993154,📉
cardano,0.245221,9062908838.206066,-1.223870520792817,2026-04-20T01:55:31.993161,📉
ethereum,2291.37,276545843551.95465,-2.4357035837557803,2026-04-20T01:55:31.993163,📉
polkadot,1.25,2107669739.5220585,-1.2670654963480668,2026-04-20T01:55:31.993165,📉
solana,84.5,48634233373.265396,-1.5015162952959287,2026-04-20T01:55:31.993166,📉
