name,stars,language,description,url,created_at
browser-use/jev-ultrafast,8761,Python,i. am. speed.,https://github.com/browser-use/jev-ultrafast,2026-09-16T21:30:12Z
tamaratran/fast-jev-compaction,4305,TypeScript,Claude Code plugin that replaces the compaction summary with Jev decisions: every tool call and resu,https://github.com/tamaratran/fast-jev-compaction,2026-09-17T05:57:20Z
robbietilton/Compositor,2592,Swift,The Photoshop alternative for Mac,https://github.com/robbietilton/Compositor,2026-09-16T20:35:54Z
TheoLeeCJ/SemIf,1969,Python,"Semantic ifs from open models, on a 3090 at home. Independent; not affiliated with Jev or TypeSafe.",https://github.com/TheoLeeCJ/SemIf,2026-09-16T03:51:21Z
mcncarl/jianying-headless,1589,Python,"Private source preview: native Jianying drafts, isolated editing/export, and standalone Agent Skill.",https://github.com/mcncarl/jianying-headless,2026-09-15T11:51:15Z
NandhaKishorM/laya,1391,Python,No description,https://github.com/NandhaKishorM/laya,2026-09-18T04:46:33Z
jarrodwatts/jev-trader,1302,TypeScript,One AI trade decision every Monad block. Jev on Kuru MON-USDC.,https://github.com/jarrodwatts/jev-trader,2026-09-16T21:36:20Z
vinnylarouge/jevlike,994,Python,No description,https://github.com/vinnylarouge/jevlike,2026-09-16T10:26:01Z
TianyuCodings/NanoJev,959,Python,"A nano replica of Jev: parallel decisions, dynamic candidates, and an end-to-end training pipeline.",https://github.com/TianyuCodings/NanoJev,2026-09-17T16:08:30Z
korcarc/text-humanizer,729,Python,"text-humanizer is an open-source project designed to convert text generated by AI to its ""humanized""",https://github.com/korcarc/text-humanizer,2026-09-16T13:21:56Z
