title,url,score,comments,by,hn_url
"Fable 5.1 Solves the Cyphral Distich, a 370-year-old cipher",https://www.vals.ai/blogs/fable-solves-cyphral-distich,511,224,u1hcw9nx,https://news.ycombinator.com/item?id=49688695
Why is Google still serving dodgy ads?,https://www.atomic14.com/2026/09/13/why-is-google-still-serving-dodgy-ads,619,295,iamflimflam1,https://news.ycombinator.com/item?id=49686445
Spaceships (Reverse Asteroid),https://spaceships.treybastian.com/,18,7,zdw,https://news.ycombinator.com/item?id=49638510
Registration without a phone number on Signal will use zero-knowledge proofs,https://community.signalusers.org/t/registration-without-a-phone-number/2222?page=10,98,45,Cider9986,https://news.ycombinator.com/item?id=49689048
Open-Source AI and Open Models Reading List,https://www.interconnects.ai/p/open-source-ai-reading-list,27,1,simonpure,https://news.ycombinator.com/item?id=49690260
Julia 1.13 highlights,https://julialang.org/blog/2026/09/julia-1.13-highlights/,167,12,eigenspace,https://news.ycombinator.com/item?id=49642645
Astra and Fable still hack on simple variants of alignment evals from 2025,https://www.lesswrong.com/posts/munJKF7iWMsWJLAH2/astra-and-fable-still-hack-on-simple-variants-of-alignment,386,176,Levitating,https://news.ycombinator.com/item?id=49684393
Data collected by cars and sold to third parties,https://www.theverge.com/column/994172/your-car-is-selling-your-data,319,165,bookofjoe,https://news.ycombinator.com/item?id=49683953
Flawed routers flood University of Wisconsin internet time server (2003),https://pages.cs.wisc.edu/~plonka/netgear-sntp/,67,8,walrus01,https://news.ycombinator.com/item?id=49688391
Ask HN: What are you working on? (September 2026),https://news.ycombinator.com/item?id=49686380,92,202,david927,https://news.ycombinator.com/item?id=49686380
