name,stars,language,description,url,created_at
openai/NavierStokesAndEuler,1859,Lean,Lean certificates accompanying Navier-Stokes and Euler results,https://github.com/openai/NavierStokesAndEuler,2026-09-08T10:53:38Z
Edge0-AI/Edge0,1610,Python,No description,https://github.com/Edge0-AI/Edge0,2026-09-08T13:41:47Z
Vincentwei1021/anything2explainer,1182,TypeScript,"Topic in, narrated explainer video out. A Claude Code / Codex skill that turns any topic into a blac",https://github.com/Vincentwei1021/anything2explainer,2026-09-08T17:19:54Z
gazijarin/itsgiving,816,Python,"Express yourself in meetings (with memes, of course).",https://github.com/gazijarin/itsgiving,2026-09-08T05:02:01Z
sumimakito/Mac-Duo,801,Swift,Wish you could bring the iPhone Duo effect to your MacBook?,https://github.com/sumimakito/Mac-Duo,2026-09-10T18:55:39Z
SpaceDudem/text-humanizer,732,Python,"text-humanizer is an open-source project designed to convert text generated by AI to its ""humanized""",https://github.com/SpaceDudem/text-humanizer,2026-09-08T15:28:28Z
Colafornia/short-video-generator-AI,721,Python,Free open-source project designed for turning youtube-viedos into viral short videos. Highlight dete,https://github.com/Colafornia/short-video-generator-AI,2026-09-08T14:55:47Z
angusdevgo/IDM_Pro_Tool,681,C#,IDM激活与状态维护工具,https://github.com/angusdevgo/IDM_Pro_Tool,2026-09-10T09:39:06Z
Faizpi/bank-sampah,646,PHP,No description,https://github.com/Faizpi/bank-sampah,2026-09-11T02:13:29Z
rizqinrr/viserys-agent,628,JavaScript,No description,https://github.com/rizqinrr/viserys-agent,2026-09-12T16:51:29Z
