name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,457281,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-17T01:01:46Z
freeCodeCamp/freeCodeCamp,435944,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-17T00:03:58Z
sindresorhus/awesome,429977,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-17T01:02:53Z
public-apis/public-apis,391367,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-17T00:43:39Z
EbookFoundation/free-programming-books,380587,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-17T00:59:17Z
kamranahmedse/developer-roadmap,347353,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-17T00:32:00Z
jwasham/coding-interview-university,335882,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-16T23:36:42Z
donnemartin/system-design-primer,332404,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-17T00:52:47Z
vinta/awesome-python,278522,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-17T01:02:37Z
996icu/996.ICU,275174,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-16T18:23:37Z
