name,stars,language,description,url,created_at
lnkiai/m3e-canvas,4696,TypeScript,Sketch Material 3 Expressive screens in the browser and turn them into vibe-coding prompts.,https://github.com/lnkiai/m3e-canvas,2026-09-02T04:36:34Z
ashemag/human-atlas,2041,TypeScript,"Open-source 3D anatomy explorer: 2,234 selectable BodyParts3D meshes, system layers, search, and exp",https://github.com/ashemag/human-atlas,2026-09-05T00:24:43Z
Rion-Wu-tech/wechat-intelligence-hub,1825,Python,"Local-first WeChat intelligence system with a read-only CLI, Codex skills, searchable chat history, ",https://github.com/Rion-Wu-tech/wechat-intelligence-hub,2026-09-04T15:00:53Z
pierrenade/short-video-generator-AI,1178,Python,Free open-source project designed for turning youtube-viedos into viral short videos. Highlight dete,https://github.com/pierrenade/short-video-generator-AI,2026-09-05T11:55:18Z
anthropics/fermats-last-theorem,940,Lean,No description,https://github.com/anthropics/fermats-last-theorem,2026-09-04T14:21:04Z
vinzdg/codenotch,940,Swift,"A macOS app that pins usage limits from Claude Code, Cursor, Codex, and Antigravity to a screen edge",https://github.com/vinzdg/codenotch,2026-09-05T14:55:35Z
EverettFish/holo-card-studio,865,Python,"Turn the user's description or uploaded reference into a finished, editable Blender card and an inte",https://github.com/EverettFish/holo-card-studio,2026-09-07T00:41:18Z
danielblnc/DLSS-NR-on-AMD,859,N/A,Run DLSS 5 Neural Rendering on your AMD GPU. Magic!,https://github.com/danielblnc/DLSS-NR-on-AMD,2026-09-03T00:42:03Z
ahujasid/camera-to-blender,680,JavaScript,"Take a photo of real objects, and paste them in Blender",https://github.com/ahujasid/camera-to-blender,2026-09-03T10:34:30Z
Albert-Weasker/niubigeo,677,TypeScript,Open-source AI brand visibility and competitor reports,https://github.com/Albert-Weasker/niubigeo,2026-09-03T15:55:54Z
