name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,518913,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-24T02:30:01Z
sindresorhus/awesome,478303,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-24T02:28:58Z
freeCodeCamp/freeCodeCamp,450367,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-24T02:28:24Z
public-apis/public-apis,443788,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-24T02:25:56Z
EbookFoundation/free-programming-books,390691,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-24T02:04:12Z
openclaw/openclaw,380161,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-24T02:23:11Z
nilbuild/developer-roadmap,358101,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-24T02:18:16Z
donnemartin/system-design-primer,354549,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-24T02:30:27Z
jwasham/coding-interview-university,353742,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-24T02:14:00Z
vinta/awesome-python,304508,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-24T02:18:33Z
