name,stars,language,description,url,created_at
xai-org/grok-build,3504,Rust,"SpaceXAI's coding agent harness and TUI. Fullscreen, mouse interactive, extensible.",https://github.com/xai-org/grok-build,2026-07-14T20:04:23Z
MDX-Tom/gpt-5.6-instruct,1349,Python,A Codex CLI jailbreak prompt and test pack for gpt-5.6-sol. 针对 gpt-5.6 系列的 Codex CLI 破甲提示词与测试包。,https://github.com/MDX-Tom/gpt-5.6-instruct,2026-07-11T09:44:24Z
littledivy/mimic,1024,Python,"Intercept any app, then call it from Python like a library",https://github.com/littledivy/mimic,2026-07-13T05:13:00Z
mereyabdenbekuly-ctrl/clodex-ide,810,TypeScript,"Local-first, zero-trust agentic IDE for verifiable autonomous software development.",https://github.com/mereyabdenbekuly-ctrl/clodex-ide,2026-07-12T10:35:44Z
AlephAITech/WorkBuddyGuide,807,Python,"A practical, open-source guide to mastering WorkBuddy through real-world workflows.开源的 WorkBuddy 实战蓝",https://github.com/AlephAITech/WorkBuddyGuide,2026-07-10T04:13:51Z
x4gKing/Marzban-Panel,775,Dockerfile,No description,https://github.com/x4gKing/Marzban-Panel,2026-07-12T22:22:09Z
Kappaemme-git/codex-first-customer-finder-skill,709,Python,A Codex skill that finds evidence-backed potential first customers from recent public signals.,https://github.com/Kappaemme-git/codex-first-customer-finder-skill,2026-07-12T14:24:33Z
pengchujin/jzsub,677,Python,JZSub — 一条视频链接，自动交付最高画质、封面和 GPT 双语字幕 MP4。,https://github.com/pengchujin/jzsub,2026-07-10T15:10:00Z
x4gKing/Marzban-Node,666,Dockerfile,No description,https://github.com/x4gKing/Marzban-Node,2026-07-12T22:22:51Z
William-Lu-stack/Flawless,637,Python,AI SRE AgenticOps for Kubernetes and cloud infrastructure.,https://github.com/William-Lu-stack/Flawless,2026-07-10T05:57:02Z
