name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,449527,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-17T00:58:02Z
freeCodeCamp/freeCodeCamp,434860,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-16T23:52:28Z
sindresorhus/awesome,422868,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-17T00:58:24Z
public-apis/public-apis,385481,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-17T00:57:31Z
EbookFoundation/free-programming-books,378921,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-17T00:46:13Z
kamranahmedse/developer-roadmap,345527,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-17T00:30:26Z
jwasham/coding-interview-university,334719,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-17T00:54:00Z
donnemartin/system-design-primer,329529,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-17T00:54:45Z
996icu/996.ICU,275033,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-16T21:21:40Z
vinta/awesome-python,274084,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-17T00:51:18Z
